total_cases,crime_type_diversity,avg_gravity,age,is_priority,cases_per_year,recidivism_risk
2,2,1.0,15,0,1.0,LOW
19,9,1.47,32,0,9.5,HIGH
5,4,1.8,23,0,2.5,HIGH
24,5,1.96,31,0,12.0,HIGH
7,6,1.29,42,0,3.5,HIGH
40,7,1.95,33,0,20.0,HIGH
3,3,1.67,29,0,1.5,HIGH
5,4,1.2,41,0,2.5,HIGH
4,4,1.5,50,0,2.0,HIGH
5,4,1.2,15,0,2.5,HIGH
10,6,1.6,42,0,5.0,HIGH
17,8,1.53,36,0,8.5,HIGH
8,6,1.5,24,0,4.0,HIGH
7,5,1.86,43,0,3.5,HIGH
4,4,1.5,37,0,2.0,HIGH
4,2,2.0,38,0,2.0,HIGH
4,3,2.0,25,0,2.0,HIGH
3,2,1.67,25,0,1.5,HIGH
2,2,2.0,15,0,1.0,HIGH
9,5,1.44,17,0,4.5,HIGH
8,5,1.13,18,0,4.0,HIGH
6,3,2.0,15,0,3.0,HIGH
4,4,1.5,53,0,2.0,HIGH
2,2,1.5,22,0,1.0,HIGH
2,2,1.5,26,0,1.0,HIGH
2,1,2.0,15,0,1.0,HIGH
2,2,1.5,35,0,1.0,HIGH
1,1,2.0,23,0,0.5,LOW
47,5,1.94,40,0,23.5,HIGH
13,7,1.31,31,0,6.5,HIGH
1,1,2.0,37,0,0.5,LOW
6,5,1.5,34,0,3.0,HIGH
4,3,1.75,48,0,2.0,HIGH
8,6,1.38,30,0,4.0,HIGH
3,3,1.33,31,0,1.5,HIGH
36,3,1.97,15,0,18.0,HIGH
37,8,1.22,34,0,18.5,HIGH
2,2,1.5,68,0,1.0,HIGH
6,4,1.67,29,0,3.0,HIGH
2,2,1.5,31,0,1.0,HIGH
6,5,1.33,45,0,3.0,HIGH
14,7,1.57,33,0,7.0,HIGH
10,6,1.7,22,0,5.0,HIGH
6,5,1.5,23,0,3.0,HIGH
5,5,1.6,33,0,2.5,HIGH
2,2,1.5,15,0,1.0,HIGH
9,6,1.44,39,0,4.5,HIGH
4,3,1.25,23,0,2.0,HIGH
5,5,1.4,21,0,2.5,HIGH
1,1,2.0,44,0,0.5,LOW
9,7,1.44,33,0,4.5,HIGH
9,4,1.78,40,0,4.5,HIGH
6,5,1.67,24,0,3.0,HIGH
13,5,1.85,24,0,6.5,HIGH
36,6,1.11,24,0,18.0,HIGH
3,3,1.67,29,0,1.5,HIGH
3,3,1.67,39,0,1.5,HIGH
10,8,1.6,49,0,5.0,HIGH
14,8,1.79,40,0,7.0,HIGH
36,6,1.06,42,0,18.0,HIGH
8,6,1.5,33,0,4.0,HIGH
8,5,1.5,38,0,4.0,HIGH
47,8,1.89,17,0,23.5,HIGH
3,3,1.67,64,0,1.5,HIGH
4,4,1.75,39,0,2.0,HIGH
4,3,1.25,39,0,2.0,HIGH
53,6,1.58,32,0,26.5,HIGH
6,6,1.33,27,0,3.0,HIGH
1,1,1.0,17,0,0.5,LOW
16,8,1.5,28,0,8.0,HIGH
19,2,2.0,30,0,9.5,HIGH
3,3,1.33,20,0,1.5,HIGH
3,3,1.33,30,0,1.5,HIGH
11,6,1.36,24,0,5.5,HIGH
2,2,2.0,49,0,1.0,HIGH
1,1,1.0,17,0,0.5,LOW
3,3,2.0,24,0,1.5,HIGH
6,6,1.17,39,0,3.0,HIGH
6,4,1.67,29,0,3.0,HIGH
7,6,1.71,39,0,3.5,HIGH
3,3,2.0,35,0,1.5,HIGH
8,4,1.88,39,0,4.0,HIGH
2,2,2.0,28,0,1.0,HIGH
5,3,1.8,34,0,2.5,HIGH
5,4,1.6,35,0,2.5,HIGH
3,3,1.67,41,0,1.5,HIGH
5,4,1.8,23,0,2.5,HIGH
5,3,1.8,15,0,2.5,HIGH
3,3,1.67,27,0,1.5,HIGH
2,2,1.5,15,0,1.0,HIGH
6,6,1.17,25,0,3.0,HIGH
12,7,1.5,28,0,6.0,HIGH
4,3,1.0,32,0,2.0,HIGH
4,3,1.5,19,0,2.0,HIGH
4,3,1.75,25,0,2.0,HIGH
18,8,1.67,27,0,9.0,HIGH
1,1,2.0,16,0,0.5,LOW
2,2,2.0,15,0,1.0,HIGH
4,4,1.75,17,0,2.0,HIGH
3,2,1.67,22,0,1.5,HIGH
24,5,1.13,32,0,12.0,HIGH
3,2,1.67,62,0,1.5,HIGH
3,2,2.0,26,0,1.5,HIGH
8,5,1.63,39,0,4.0,HIGH
2,2,1.5,21,0,1.0,HIGH
53,5,1.06,33,0,26.5,HIGH
3,2,1.33,24,0,1.5,HIGH
6,4,1.83,32,0,3.0,HIGH
2,2,1.5,37,0,1.0,HIGH
12,8,1.42,25,0,6.0,HIGH
7,7,1.57,29,0,3.5,HIGH
2,2,1.5,15,0,1.0,HIGH
2,2,1.5,32,0,1.0,HIGH
4,4,2.0,18,0,2.0,HIGH
6,4,1.33,26,0,3.0,HIGH
3,3,1.67,40,0,1.5,HIGH
2,2,1.5,35,0,1.0,HIGH
7,6,1.43,19,0,3.5,HIGH
4,4,1.25,36,0,2.0,HIGH
5,5,1.2,28,0,2.5,HIGH
5,3,1.8,45,0,2.5,HIGH
4,3,1.5,36,0,2.0,HIGH
5,4,1.4,32,0,2.5,HIGH
7,6,1.71,26,0,3.5,HIGH
3,3,1.33,40,0,1.5,HIGH
3,3,1.67,43,0,1.5,HIGH
1,1,1.0,53,0,0.5,LOW
4,4,1.75,54,0,2.0,HIGH
4,2,2.0,25,0,2.0,HIGH
3,2,2.0,27,0,1.5,HIGH
5,3,1.8,36,0,2.5,HIGH
4,3,1.25,27,0,2.0,HIGH
3,2,1.0,37,0,1.5,HIGH
5,4,1.6,30,0,2.5,HIGH
3,3,1.67,37,0,1.5,HIGH
3,3,1.67,38,0,1.5,HIGH
12,9,1.33,30,0,6.0,HIGH
9,6,1.56,36,0,4.5,HIGH
3,2,1.0,30,0,1.5,HIGH
7,5,1.57,39,0,3.5,HIGH
48,5,1.92,27,0,24.0,HIGH
15,8,1.47,24,0,7.5,HIGH
1,1,2.0,28,0,0.5,LOW
44,9,1.77,31,0,22.0,HIGH
7,5,1.71,41,0,3.5,HIGH
8,6,1.38,47,0,4.0,HIGH
8,6,1.63,26,0,4.0,HIGH
6,4,1.5,30,0,3.0,HIGH
6,3,1.83,34,0,3.0,HIGH
4,3,1.5,38,0,2.0,HIGH
4,4,1.75,39,0,2.0,HIGH
2,2,2.0,18,0,1.0,HIGH
4,3,1.75,51,0,2.0,HIGH
4,4,1.5,39,0,2.0,HIGH
6,4,1.5,19,0,3.0,HIGH
6,5,1.5,30,0,3.0,HIGH
8,4,1.5,35,0,4.0,HIGH
3,3,1.33,32,0,1.5,HIGH
4,3,1.75,57,0,2.0,HIGH
39,3,1.97,15,0,19.5,HIGH
4,4,1.5,43,0,2.0,HIGH
3,1,2.0,27,0,1.5,HIGH
2,2,1.0,60,0,1.0,LOW
8,4,1.63,43,0,4.0,HIGH
3,3,2.0,21,0,1.5,HIGH
12,6,1.75,29,0,6.0,HIGH
3,3,1.67,31,0,1.5,HIGH
2,2,1.5,22,0,1.0,HIGH
19,3,1.95,20,0,9.5,HIGH
7,4,1.57,59,0,3.5,HIGH
14,7,1.29,27,0,7.0,HIGH
3,1,2.0,20,0,1.5,HIGH
3,3,1.67,47,0,1.5,HIGH
3,3,1.33,43,0,1.5,HIGH
6,5,1.67,20,0,3.0,HIGH
10,8,1.4,36,0,5.0,HIGH
6,5,1.67,35,0,3.0,HIGH
5,3,1.6,47,0,2.5,HIGH
3,3,1.33,52,0,1.5,HIGH
8,5,1.38,31,0,4.0,HIGH
5,3,1.4,46,0,2.5,HIGH
7,5,1.43,28,0,3.5,HIGH
1,1,1.0,31,0,0.5,LOW
42,5,1.9,25,0,21.0,HIGH
7,6,1.71,28,0,3.5,HIGH
3,2,2.0,22,0,1.5,HIGH
3,3,2.0,30,0,1.5,HIGH
7,5,1.71,27,0,3.5,HIGH
10,8,1.6,31,0,5.0,HIGH
2,2,1.5,38,0,1.0,HIGH
36,3,1.08,33,0,18.0,HIGH
12,7,1.67,26,0,6.0,HIGH
5,5,1.4,27,0,2.5,HIGH
2,2,2.0,31,0,1.0,HIGH
3,3,1.33,39,0,1.5,HIGH
11,6,1.73,50,0,5.5,HIGH
1,1,2.0,22,0,0.5,LOW
3,3,1.33,29,0,1.5,HIGH
7,6,1.71,33,0,3.5,HIGH
1,1,1.0,28,0,0.5,LOW
4,3,1.0,36,0,2.0,HIGH
5,3,1.6,23,0,2.5,HIGH
5,4,1.4,31,0,2.5,HIGH
6,5,1.67,24,0,3.0,HIGH
46,5,1.96,22,0,23.0,HIGH
5,2,1.8,33,0,2.5,HIGH
32,3,1.06,43,0,16.0,HIGH
5,5,1.6,46,0,2.5,HIGH
6,4,1.83,39,0,3.0,HIGH
6,5,1.67,31,0,3.0,HIGH
5,4,1.4,30,0,2.5,HIGH
33,3,1.09,33,0,16.5,HIGH
36,6,1.92,44,0,18.0,HIGH
4,4,1.75,49,0,2.0,HIGH
3,3,2.0,23,0,1.5,HIGH
6,4,1.5,31,0,3.0,HIGH
33,8,1.21,31,0,16.5,HIGH
8,6,1.75,22,0,4.0,HIGH
2,2,1.5,35,0,1.0,HIGH
8,7,1.5,32,0,4.0,HIGH
35,6,1.2,39,0,17.5,HIGH
9,6,1.44,27,0,4.5,HIGH
2,2,1.5,27,0,1.0,HIGH
1,1,1.0,49,0,0.5,LOW
6,4,1.5,34,0,3.0,HIGH
3,2,1.67,37,0,1.5,HIGH
2,2,1.5,21,0,1.0,HIGH
4,4,1.5,30,0,2.0,HIGH
5,5,1.4,34,0,2.5,HIGH
9,4,1.67,19,0,4.5,HIGH
5,5,1.6,19,0,2.5,HIGH
5,4,1.6,37,0,2.5,HIGH
15,9,1.47,32,0,7.5,HIGH
3,2,2.0,24,0,1.5,HIGH
6,5,1.33,26,0,3.0,HIGH
2,2,1.5,38,0,1.0,HIGH
3,3,1.33,24,0,1.5,HIGH
4,3,1.5,35,0,2.0,HIGH
1,1,1.0,31,0,0.5,LOW
11,6,1.64,30,0,5.5,HIGH
5,4,1.4,30,0,2.5,HIGH
2,1,2.0,42,0,1.0,HIGH
11,6,1.82,30,0,5.5,HIGH
5,3,1.2,26,0,2.5,HIGH
5,5,1.8,42,0,2.5,HIGH
6,5,1.17,32,0,3.0,HIGH
5,3,2.0,42,0,2.5,HIGH
3,2,2.0,15,0,1.5,HIGH
8,6,1.5,28,0,4.0,HIGH
21,2,2.0,15,0,10.5,HIGH
5,3,1.8,29,0,2.5,HIGH
7,7,1.57,15,0,3.5,HIGH
6,5,1.67,30,0,3.0,HIGH
11,8,1.55,29,0,5.5,HIGH
4,4,1.75,46,0,2.0,HIGH
34,3,1.0,52,0,17.0,HIGH
3,2,1.0,37,0,1.5,HIGH
6,5,1.33,29,0,3.0,HIGH
25,5,1.92,49,0,12.5,HIGH
35,5,1.29,32,0,17.5,HIGH
1,1,2.0,19,0,0.5,LOW
5,5,1.4,37,0,2.5,HIGH
7,5,1.57,15,0,3.5,HIGH
43,2,1.95,15,0,21.5,HIGH
1,1,1.0,15,0,0.5,LOW
15,8,1.53,28,0,7.5,HIGH
3,3,1.67,21,0,1.5,HIGH
2,2,1.5,43,0,1.0,HIGH
4,3,1.75,21,0,2.0,HIGH
10,8,1.4,24,0,5.0,HIGH
2,2,2.0,20,0,1.0,HIGH
2,2,2.0,17,0,1.0,HIGH
2,2,1.5,25,0,1.0,HIGH
11,6,1.64,27,0,5.5,HIGH
8,5,1.5,34,0,4.0,HIGH
34,7,1.82,43,0,17.0,HIGH
4,3,1.0,36,0,2.0,HIGH
2,2,1.0,25,0,1.0,LOW
3,3,2.0,29,0,1.5,HIGH
2,2,1.5,48,0,1.0,HIGH
4,4,1.5,28,0,2.0,HIGH
6,4,1.67,15,0,3.0,HIGH
14,8,1.57,25,0,7.0,HIGH
8,7,1.75,39,0,4.0,HIGH
10,6,1.4,30,0,5.0,HIGH
6,4,1.17,23,0,3.0,HIGH
1,1,2.0,21,0,0.5,LOW
3,3,1.33,15,0,1.5,HIGH
1,1,2.0,21,0,0.5,LOW
3,2,1.67,34,0,1.5,HIGH
6,4,1.33,27,0,3.0,HIGH
5,5,1.4,47,0,2.5,HIGH
2,2,2.0,22,0,1.0,HIGH
13,7,1.38,36,0,6.5,HIGH
59,10,1.08,36,0,29.5,HIGH
3,3,1.67,38,0,1.5,HIGH
2,2,1.0,40,0,1.0,LOW
9,5,1.78,22,0,4.5,HIGH
6,5,1.5,32,0,3.0,HIGH
15,7,1.67,24,0,7.5,HIGH
9,6,1.67,15,0,4.5,HIGH
6,4,1.33,49,0,3.0,HIGH
13,7,1.46,41,0,6.5,HIGH
3,2,2.0,37,0,1.5,HIGH
4,2,2.0,70,0,2.0,HIGH
6,4,1.67,30,0,3.0,HIGH
11,7,1.55,31,0,5.5,HIGH
5,5,1.0,24,0,2.5,HIGH
1,1,2.0,20,0,0.5,LOW
6,3,1.67,42,0,3.0,HIGH
7,4,1.57,33,0,3.5,HIGH
3,2,1.0,37,0,1.5,HIGH
3,3,1.67,36,0,1.5,HIGH
5,4,1.4,27,0,2.5,HIGH
6,4,1.5,28,0,3.0,HIGH
4,2,1.75,42,0,2.0,HIGH
1,1,2.0,34,0,0.5,LOW
3,2,1.33,33,0,1.5,HIGH
4,4,1.5,18,0,2.0,HIGH
6,4,1.67,35,0,3.0,HIGH
24,6,1.92,15,0,12.0,HIGH
4,4,1.5,43,0,2.0,HIGH
5,3,1.4,32,0,2.5,HIGH
5,4,1.4,16,0,2.5,HIGH
7,7,1.57,38,0,3.5,HIGH
8,5,1.63,40,0,4.0,HIGH
6,6,1.83,26,0,3.0,HIGH
3,2,1.67,49,0,1.5,HIGH
2,2,1.0,45,0,1.0,LOW
11,8,1.55,29,0,5.5,HIGH
8,5,1.5,38,0,4.0,HIGH
2,2,2.0,45,0,1.0,HIGH
1,1,2.0,42,0,0.5,LOW
4,4,1.75,38,0,2.0,HIGH
4,4,1.25,22,0,2.0,HIGH
6,6,1.67,28,0,3.0,HIGH
8,4,1.63,15,0,4.0,HIGH
5,5,1.8,47,0,2.5,HIGH
3,3,1.33,32,0,1.5,HIGH
3,3,1.33,38,0,1.5,HIGH
3,2,1.67,49,0,1.5,HIGH
4,3,1.75,32,0,2.0,HIGH
3,2,2.0,17,0,1.5,HIGH
6,5,1.67,38,0,3.0,HIGH
23,4,1.91,20,0,11.5,HIGH
5,4,1.6,27,0,2.5,HIGH
10,7,1.4,35,0,5.0,HIGH
3,2,1.33,27,0,1.5,HIGH
3,3,1.67,35,0,1.5,HIGH
3,3,1.67,41,0,1.5,HIGH
1,1,2.0,15,0,0.5,LOW
4,4,1.75,38,0,2.0,HIGH
11,7,1.45,30,0,5.5,HIGH
3,3,1.67,24,0,1.5,HIGH
7,4,1.57,19,0,3.5,HIGH
1,1,1.0,56,0,0.5,LOW
18,7,1.33,39,0,9.0,HIGH
13,6,1.54,29,0,6.5,HIGH
11,8,1.73,34,0,5.5,HIGH
2,2,1.5,29,0,1.0,HIGH
11,6,1.64,22,0,5.5,HIGH
4,3,1.75,18,0,2.0,HIGH
3,3,1.67,43,0,1.5,HIGH
9,5,1.67,36,0,4.5,HIGH
44,10,1.84,46,0,22.0,HIGH
5,5,1.2,44,0,2.5,HIGH
3,3,1.33,46,0,1.5,HIGH
1,1,1.0,18,0,0.5,LOW
7,4,1.86,28,0,3.5,HIGH
7,6,1.57,35,0,3.5,HIGH
3,3,1.33,15,0,1.5,HIGH
25,2,1.96,18,0,12.5,HIGH
9,6,1.67,49,0,4.5,HIGH
12,8,1.67,36,0,6.0,HIGH
1,1,2.0,15,0,0.5,LOW
2,2,2.0,33,0,1.0,HIGH
7,4,1.86,41,0,3.5,HIGH
2,2,1.5,34,0,1.0,HIGH
9,6,1.67,30,0,4.5,HIGH
2,2,1.0,23,0,1.0,LOW
5,3,1.6,37,0,2.5,HIGH
2,2,1.5,22,0,1.0,HIGH
2,2,1.5,24,0,1.0,HIGH
14,9,1.71,32,0,7.0,HIGH
20,3,1.95,35,0,10.0,HIGH
7,5,1.71,38,0,3.5,HIGH
4,1,2.0,21,0,2.0,HIGH
12,8,1.67,21,0,6.0,HIGH
2,2,1.0,55,0,1.0,LOW
5,5,1.6,38,0,2.5,HIGH
5,5,1.4,31,0,2.5,HIGH
15,9,1.67,28,0,7.5,HIGH
12,9,1.75,18,0,6.0,HIGH
8,6,1.38,35,0,4.0,HIGH
4,2,2.0,41,0,2.0,HIGH
1,1,2.0,37,0,0.5,LOW
2,2,1.5,32,0,1.0,HIGH
3,3,1.33,15,0,1.5,HIGH
4,3,1.75,33,0,2.0,HIGH
6,4,1.83,37,0,3.0,HIGH
10,7,1.7,25,0,5.0,HIGH
7,5,1.29,28,0,3.5,HIGH
19,7,1.68,35,0,9.5,HIGH
9,6,1.56,28,0,4.5,HIGH
3,3,1.67,30,0,1.5,HIGH
14,8,1.79,41,0,7.0,HIGH
7,5,1.86,36,0,3.5,HIGH
27,6,1.11,29,0,13.5,HIGH
5,4,1.6,31,0,2.5,HIGH
9,5,1.67,22,0,4.5,HIGH
12,7,1.5,35,0,6.0,HIGH
3,3,1.33,30,0,1.5,HIGH
5,3,1.8,32,0,2.5,HIGH
8,5,1.75,38,0,4.0,HIGH
2,2,1.5,40,0,1.0,HIGH
6,4,1.83,26,0,3.0,HIGH
4,3,1.5,26,0,2.0,HIGH
16,9,1.38,36,0,8.0,HIGH
3,3,1.67,22,0,1.5,HIGH
12,8,1.5,31,0,6.0,HIGH
2,2,2.0,44,0,1.0,HIGH
8,4,1.63,36,0,4.0,HIGH
30,6,1.9,35,0,15.0,HIGH
2,2,1.5,50,0,1.0,HIGH
6,3,1.5,21,0,3.0,HIGH
4,4,1.75,53,0,2.0,HIGH
12,7,1.33,34,0,6.0,HIGH
10,6,1.6,43,0,5.0,HIGH
2,1,1.0,20,0,1.0,LOW
12,6,1.5,36,0,6.0,HIGH
4,3,1.25,19,0,2.0,HIGH
6,5,1.5,23,0,3.0,HIGH
3,2,1.33,42,0,1.5,HIGH
6,5,1.33,29,0,3.0,HIGH
6,4,1.5,32,0,3.0,HIGH
7,6,1.43,35,0,3.5,HIGH
4,4,1.5,38,0,2.0,HIGH
2,2,1.0,15,0,1.0,LOW
1,1,1.0,21,0,0.5,LOW
3,3,1.67,15,0,1.5,HIGH
30,8,1.87,41,0,15.0,HIGH
3,2,2.0,23,0,1.5,HIGH
6,5,1.33,42,0,3.0,HIGH
36,3,1.0,42,0,18.0,HIGH
6,3,1.83,27,0,3.0,HIGH
4,3,2.0,40,0,2.0,HIGH
3,3,1.67,22,0,1.5,HIGH
5,4,1.6,35,0,2.5,HIGH
3,3,1.33,15,0,1.5,HIGH
43,6,1.95,51,0,21.5,HIGH
8,6,1.38,34,0,4.0,HIGH
5,5,1.2,45,0,2.5,HIGH
29,5,1.28,33,0,14.5,HIGH
5,3,1.8,19,0,2.5,HIGH
24,4,2.0,31,0,12.0,HIGH
4,3,1.75,42,0,2.0,HIGH
4,4,1.75,38,0,2.0,HIGH
1,1,1.0,23,0,0.5,LOW
2,2,1.5,51,0,1.0,HIGH
1,1,1.0,24,0,0.5,LOW
2,2,1.5,53,0,1.0,HIGH
3,3,2.0,41,0,1.5,HIGH
7,5,1.71,16,0,3.5,HIGH
4,3,1.25,26,0,2.0,HIGH
2,2,1.5,15,0,1.0,HIGH
2,2,1.5,23,0,1.0,HIGH
16,8,1.38,26,0,8.0,HIGH
5,3,1.8,27,0,2.5,HIGH
2,2,2.0,24,0,1.0,HIGH
19,8,1.58,37,0,9.5,HIGH
3,3,1.33,33,0,1.5,HIGH
2,2,1.0,46,0,1.0,LOW
1,1,2.0,43,0,0.5,LOW
3,2,2.0,15,0,1.5,HIGH
14,10,1.6,35,0,7.0,HIGH
11,5,1.64,30,0,5.5,HIGH
3,3,1.33,23,0,1.5,HIGH
1,1,2.0,31,0,0.5,LOW
6,4,1.33,28,0,3.0,HIGH
6,4,1.83,23,0,3.0,HIGH
2,2,1.5,29,0,1.0,HIGH
2,2,2.0,24,0,1.0,HIGH
7,5,1.57,24,0,3.5,HIGH
10,6,1.3,26,0,5.0,HIGH
6,4,1.83,32,0,3.0,HIGH
27,5,1.89,27,0,13.5,HIGH
3,3,1.33,37,0,1.5,HIGH
28,4,1.96,48,0,14.0,HIGH
11,7,1.45,33,0,5.5,HIGH
3,2,1.67,42,0,1.5,HIGH
5,5,1.6,33,0,2.5,HIGH
3,3,1.67,36,0,1.5,HIGH
32,6,1.84,25,0,16.0,HIGH
2,2,1.5,29,0,1.0,HIGH
6,4,1.67,31,0,3.0,HIGH
2,1,2.0,30,0,1.0,HIGH
17,9,1.71,29,0,8.5,HIGH
11,8,1.55,25,0,5.5,HIGH
1,1,2.0,33,0,0.5,LOW
4,3,1.75,18,0,2.0,HIGH
2,2,1.0,44,0,1.0,LOW
4,4,1.75,18,0,2.0,HIGH
4,3,2.0,38,0,2.0,HIGH
4,3,1.5,21,0,2.0,HIGH
13,6,1.38,24,0,6.5,HIGH
22,5,1.18,29,0,11.0,HIGH
6,3,1.83,15,0,3.0,HIGH
27,6,1.93,40,0,13.5,HIGH
25,3,1.0,25,0,12.5,HIGH
10,5,1.5,27,0,5.0,HIGH
6,5,1.67,36,0,3.0,HIGH
1,1,2.0,15,0,0.5,LOW
7,4,1.57,43,0,3.5,HIGH
5,4,1.8,47,0,2.5,HIGH
3,1,2.0,23,0,1.5,HIGH
2,2,1.5,51,0,1.0,HIGH
7,4,1.86,32,0,3.5,HIGH
8,5,1.63,29,0,4.0,HIGH
1,1,2.0,36,0,0.5,LOW
9,7,1.67,28,0,4.5,HIGH
8,4,1.75,35,0,4.0,HIGH
9,7,1.44,50,0,4.5,HIGH
4,4,1.75,28,0,2.0,HIGH
8,6,1.75,25,0,4.0,HIGH
29,3,1.14,41,0,14.5,HIGH
5,3,1.4,35,0,2.5,HIGH
3,3,1.67,36,0,1.5,HIGH
3,2,1.33,15,0,1.5,HIGH
9,5,1.56,33,0,4.5,HIGH
1,1,1.0,29,0,0.5,LOW
2,2,1.0,34,0,1.0,LOW
4,3,2.0,21,0,2.0,HIGH
8,4,1.63,21,0,4.0,HIGH
34,5,1.09,18,0,17.0,HIGH
2,2,2.0,25,0,1.0,HIGH
4,4,1.25,20,0,2.0,HIGH
9,5,1.56,29,0,4.5,HIGH
7,4,1.29,21,0,3.5,HIGH
2,2,2.0,42,0,1.0,HIGH
4,3,1.25,24,0,2.0,HIGH
3,2,1.0,36,0,1.5,HIGH
4,4,2.0,37,0,2.0,HIGH
11,5,1.91,30,0,5.5,HIGH
6,5,1.67,40,0,3.0,HIGH
3,3,1.33,29,0,1.5,HIGH
4,3,1.5,28,0,2.0,HIGH
1,1,1.0,26,0,0.5,LOW
3,3,1.33,37,0,1.5,HIGH
2,2,1.5,24,0,1.0,HIGH
4,4,1.25,28,0,2.0,HIGH
8,5,1.38,33,0,4.0,HIGH
4,4,1.5,34,0,2.0,HIGH
36,7,1.14,24,0,18.0,HIGH
6,5,1.33,33,0,3.0,HIGH
16,1,2.0,27,0,8.0,HIGH
2,2,1.0,20,0,1.0,LOW
3,3,1.33,32,0,1.5,HIGH
4,3,1.25,18,0,2.0,HIGH
1,1,2.0,40,0,0.5,LOW
5,3,1.6,22,0,2.5,HIGH
6,6,1.33,30,0,3.0,HIGH
2,2,1.5,31,0,1.0,HIGH
1,1,1.0,20,0,0.5,LOW
2,2,2.0,38,0,1.0,HIGH
10,5,1.8,28,0,5.0,HIGH
2,1,2.0,22,0,1.0,HIGH
2,2,2.0,28,0,1.0,HIGH
39,5,1.92,38,0,19.5,HIGH
11,7,1.55,41,0,5.5,HIGH
4,4,1.25,26,0,2.0,HIGH
6,5,1.5,47,0,3.0,HIGH
8,6,1.63,24,0,4.0,HIGH
9,6,1.44,28,0,4.5,HIGH
18,3,1.94,39,0,9.0,HIGH
